fighter_1,fighter_2,fighter_1_odds,fighter_2_odds,winner,win_method,match_date,weight_class,match_duration_minutes
Miocic S.,Overeem A.,1.84,2.0,Miocic S.,Knockout,2016-09-11,heavyweight-ufc-men,2.0
Arlovski A.,Barnett J.,2.2,1.67,Barnett J.,Submission,2016-09-03,heavyweight-ufc-men,19.0
Pesta V.,Tybura M.,2.0,1.82,Tybura M.,Knockout,2016-08-07,heavyweight-ufc-men,0.0
Sherman C.,Ledet J.,2.03,1.79,Ledet J.,Decision,2016-08-06,heavyweight-ufc-men,23.0
Hamilton A.,Grabowski D.,1.81,2.02,Hamilton A.,Knockout,2016-07-31,heavyweight-ufc-men,0.0
Ngannou F.,Mihajlovic B.,1.16,5.39,Ngannou F.,Technical Knockout,2016-07-24,heavyweight-ufc-men,0.0
Henrique L.,Smoliakov D.,2.15,1.7,Henrique L.,Submission,2016-07-23,heavyweight-ufc-men,20.0
Oleynik A.,Omielanczuk D.,1.46,2.72,Omielanczuk D.,Decision,2016-07-14,heavyweight-ufc-men,1.0
Lesnar B.,Hunt M.,2.28,1.64,Lesnar B.,Decision,2016-07-10,heavyweight-ufc-men,2.0
Nelson R.,Lewis D.,1.8,2.04,Lewis D.,Decision,2016-07-08,heavyweight-ufc-men,2.0
De La Rocha Ch.,Milstead A.,3.2,1.35,Milstead A.,Technical Knockout,2016-05-29,heavyweight-ufc-men,22.0
Werdum F.,Miocic S.,1.57,2.47,Miocic S.,Knockout,2016-05-15,heavyweight-ufc-men,4.0
Overeem A.,Arlovski A.,1.42,2.85,Overeem A.,Technical Knockout,2016-05-08,heavyweight-ufc-men,18.0
Harris W.,East C.,2.35,1.58,Harris W.,Technical Knockout,2016-04-23,heavyweight-ufc-men,22.5
Johnson T.,Tybura M.,2.19,1.68,Johnson T.,Decision,2016-04-10,heavyweight-ufc-men,18.0
Ngannou F.,Blaydes C.,2.15,1.7,Ngannou F.,Technical Knockout,2016-04-10,heavyweight-ufc-men,18.0
Cannonier J.,Asker C.,1.6,2.31,Cannonier J.,Knockout,2016-04-10,heavyweight-ufc-men,14.5
Hunt M.,Mir F.,1.78,2.02,Hunt M.,Knockout,2016-03-20,heavyweight-ufc-men,2.0
Omielanczuk D.,Danho J.,1.81,1.98,Omielanczuk D.,Decision,2016-02-27,heavyweight-ufc-men,17.75
Hamilton A.,Abdurahimov S.,0.0,0.0,PTS,Decision,2016-02-22,heavyweight-ufc-men,2.0
Nelson R.,Rosholt J.,1.71,2.19,Nelson R.,Decision,2016-02-07,heavyweight-ufc-men,3.0
Barnett J.,Rothwell B.,1.73,2.09,Rothwell B.,Submission,2016-01-31,heavyweight-ufc-men,1.0
Browne T.,Mitrione M.,1.57,2.42,Browne T.,Knockout,2016-01-18,heavyweight-ufc-men,3.0
Miocic S.,Arlovski A.,1.47,2.71,Miocic S.,Technical Knockout,2016-01-03,heavyweight-ufc-men,3.0
Overeem A.,Ngannou F.,2.78,1.43,Ngannou F.,Knockout,2017-12-03,heavyweight-ufc-men,3.0
Asker C.,Hu Y.,1.39,3.02,Asker C.,Submission,2017-11-25,heavyweight-ufc-men,8.75
Werdum F.,Tybura M.,1.28,3.63,Werdum F.,Decision,2017-11-19,heavyweight-ufc-men,3.0
Hamilton A.,Wieczorek A.,2.4,1.57,Wieczorek A.,Decision,2017-11-18,heavyweight-ufc-men,23.5
Albini J.,Arlovski A.,1.3,3.47,Arlovski A.,Decision,2017-11-12,heavyweight-ufc-men,3.0
Harris W.,Godbeer M.,1.26,3.82,Godbeer M.,Technical Knockout,2017-11-05,heavyweight-ufc-men,0.0
Golm M.,Colombo C.,1.42,2.88,Golm M.,Submission,2017-10-28,heavyweight-ufc-men,22.0
Werdum F.,Harris W.,1.39,3.07,Werdum F.,Submission,2017-10-08,heavyweight-ufc-men,2.0
Harris W.,Godbeer M.,1.28,3.64,canc.,Cancelled,2017-10-07,heavyweight-ufc-men,22.5
Ledet J.,Anyanwu A.,1.24,4.13,Ledet J.,Decision,2017-09-17,heavyweight-ufc-men,2.0
Henrique L.,Bhullar A.,2.67,1.48,Bhullar A.,Decision,2017-09-09,heavyweight-ufc-men,22.5
Volkov A.,Struve S.,1.78,2.01,Volkov A.,Technical Knockout,2017-09-02,heavyweight-ufc-men,19.0
Grabowski D.,Sherman C.,3.0,1.4,Sherman C.,Decision,2017-07-22,heavyweight-ufc-men,22.0
Mulheron J.,Willis J.,2.52,1.53,Willis J.,Decision,2017-07-16,heavyweight-ufc-men,19.0
Omielanczuk D.,Blaydes C.,5.97,1.14,Blaydes C.,Decision,2017-07-09,heavyweight-ufc-men,2.0
Browne T.,Oleynik A.,1.37,3.1,Oleynik A.,Submission,2017-07-09,heavyweight-ufc-men,0.0
Johnson J.,Fortuna M.,1.47,2.72,Johnson J.,Decision,2017-07-08,heavyweight-ufc-men,1.0
Arlovski A.,Tybura M.,2.86,1.44,Tybura M.,Decision,2017-06-17,heavyweight-ufc-men,13.33
Lewis D.,Hunt M.,1.59,2.4,Hunt M.,Technical Knockout,2017-06-11,heavyweight-ufc-men,2.0
Miocic S.,Dos Santos J.,1.69,2.2,Miocic S.,Technical Knockout,2017-05-14,heavyweight-ufc-men,2.0
Sherman C.,Coulter R.,1.89,1.92,Sherman C.,Knockout,2017-05-13,heavyweight-ufc-men,22.25
Volkov A.,Nelson R.,1.61,2.33,Volkov A.,Decision,2017-04-15,heavyweight-ufc-men,22.0
Omielanczuk D.,Johnson T.,2.67,1.48,Johnson T.,Decision,2017-03-18,heavyweight-ufc-men,19.75
Overeem A.,Hunt M.,1.68,2.23,Overeem A.,Knockout,2017-03-05,heavyweight-ufc-men,3.0
Tybura M.,Henrique L.,1.6,2.36,Tybura M.,Technical Knockout,2017-03-05,heavyweight-ufc-men,1.0
Lewis D.,Browne T.,1.88,1.94,Lewis D.,Knockout,2017-02-20,heavyweight-ufc-men,2.0
Tybura M.,Willis J.,0.0,0.0,canc.,Cancelled,2017-02-11,heavyweight-ufc-men,23.5
Hamilton A.,Fortuna M.,1.45,2.77,Fortuna M.,Knockout,2017-02-05,heavyweight-ufc-men,3.0
Arlovski A.,Ngannou F.,3.91,1.25,Ngannou F.,Technical Knockout,2017-01-29,heavyweight-ufc-men,1.0
Oleynik A.,Pesta V.,1.67,2.19,Oleynik A.,Submission,2017-01-16,heavyweight-ufc-men,1.0
Harris W.,Sherman C.,1.69,2.16,Harris W.,Knockout,2017-01-15,heavyweight-ufc-men,23.25
Arlovski A.,Harris W.,2.61,1.5,Harris W.,Decision,2018-12-30,heavyweight-ufc-men,2.5
De La Rocha Ch.,Adams J.,4.25,1.22,Adams J.,Technical Knockout,2018-12-15,heavyweight-ufc-men,20.5
Dos Santos J.,Tuivasa T.,1.63,2.31,Dos Santos J.,Technical Knockout,2018-12-02,heavyweight-ufc-men,5.5
Frazier J.,Espino J.,2.4,1.57,Espino J.,Submission,2018-12-01,heavyweight-ufc-men,5.0
Blaydes C.,Ngannou F.,1.44,2.85,Ngannou F.,Technical Knockout,2018-11-24,heavyweight-ufc-men,13.0
Cormier D.,Lewis D.,1.23,4.34,Cormier D.,Submission,2018-11-04,heavyweight-ufc-men,4.0
Wieczorek A.,Rogerio de Lima M.,1.57,2.51,Rogerio de Lima M.,Decision,2018-11-03,heavyweight-ufc-men,23.0
Bhullar A.,Golm M.,1.63,2.32,Bhullar A.,Decision,2018-10-27,heavyweight-ufc-men,22.0
Lewis D.,Volkov A.,2.43,1.58,Lewis D.,Knockout,2018-10-07,heavyweight-ufc-men,2.5
Sakai A.,Sherman C.,1.46,2.8,Sakai A.,Technical Knockout,2018-09-23,heavyweight-ufc-men,0.5
Hunt M.,Oleynik A.,1.77,2.05,Oleynik A.,Submission,2018-09-15,heavyweight-ufc-men,19.5
Tybura M.,Struve S.,1.46,2.77,Tybura M.,Decision,2018-07-22,heavyweight-ufc-men,19.08
Dos Santos J.,Ivanov B.,1.54,2.58,Dos Santos J.,Decision,2018-07-15,heavyweight-ufc-men,4.5
Miocic S.,Cormier D.,1.49,2.71,Cormier D.,Knockout,2018-07-08,heavyweight-ufc-men,4.0
Arlovski A.,Tuivasa T.,2.81,1.46,Tuivasa T.,Decision,2018-06-10,heavyweight-ufc-men,2.0
Coulter R.,De La Rocha Ch.,1.78,2.06,De La Rocha Ch.,Technical Knockout,2018-06-09,heavyweight-ufc-men,23.5
Harris W.,Spitz D.,1.43,2.87,Harris W.,Technical Knockout,2018-06-02,heavyweight-ufc-men,3.5
Oleynik A.,Albini J.,2.29,1.64,Oleynik A.,Submission,2018-05-13,heavyweight-ufc-men,1.5
Willis J.,Sherman C.,1.31,3.54,Willis J.,Decision,2018-04-22,heavyweight-ufc-men,2.0
Bhullar A.,Wieczorek A.,0.0,0.0,SUBM,Submission,2018-04-14,heavyweight-ufc-men,23.5
Werdum F.,Volkov A.,1.48,2.7,Volkov A.,Knockout,2018-03-17,heavyweight-ufc-men,22.0
Struve S.,Arlovski A.,1.53,2.53,Arlovski A.,Decision,2018-03-04,heavyweight-ufc-men,3.5
Lewis D.,Tybura M.,2.0,1.81,Lewis D.,Technical Knockout,2018-02-19,heavyweight-ufc-men,3.0
Hunt M.,Blaydes C.,2.44,1.58,Blaydes C.,Decision,2018-02-11,heavyweight-ufc-men,4.0
Johnson T.,Golm M.,2.44,1.56,Johnson T.,Decision,2018-02-04,heavyweight-ufc-men,2.5
Miocic S.,Ngannou F.,2.52,1.56,Miocic S.,Decision,2018-01-21,heavyweight-ufc-men,4.5
Gane C.,Boser T.,1.15,5.31,Gane C.,Decision,2019-12-21,heavyweight-ufc-men,9.5
Overeem A.,Rozenstruik J.,2.09,1.75,Rozenstruik J.,Knockout,2019-12-08,heavyweight-ufc-men,4.5
Overeem A.,Harris W.,0.0,0.0,canc.,Cancelled,2019-12-08,heavyweight-ufc-men,2.0
Volkov A.,Hardy G.,1.31,3.5,Volkov A.,Decision,2019-11-09,heavyweight-ufc-men,21.0
Lewis D.,Ivanov B.,1.94,1.89,Lewis D.,Decision,2019-11-03,heavyweight-ufc-men,2.5
Arlovski A.,Rozenstruik J.,2.24,1.65,Rozenstruik J.,Knockout,2019-11-03,heavyweight-ufc-men,0.0
Hardy G.,Danho J.,0.0,0.0,canc.,Cancelled,2019-10-26,heavyweight-ufc-men,21.0
Pavlovich S.,Greene M.,1.42,2.93,Pavlovich S.,Technical Knockout,2019-10-26,heavyweight-ufc-men,10.5
Hardy G.,Sosoli B.,1.28,3.71,Draw,Draw,2019-10-19,heavyweight-ufc-men,3.0
Spitz D.,Boser T.,2.15,1.71,Boser T.,Decision,2019-10-18,heavyweight-ufc-men,22.0
Tuivasa T.,Spivak S.,1.32,3.45,Spivak S.,Submission,2019-10-06,heavyweight-ufc-men,2.5
Duffee T.,Hughes J.,2.08,1.77,Draw,Draw,2019-09-15,heavyweight-ufc-men,1.5
Tybura M.,Sakai A.,2.0,1.82,Sakai A.,Knockout,2019-09-14,heavyweight-ufc-men,23.5
Blaydes C.,Abdurahimov S.,1.2,4.61,Blaydes C.,Technical Knockout,2019-09-07,heavyweight-ufc-men,18.5
Cormier D.,Miocic S.,1.73,2.13,Miocic S.,Technical Knockout,2019-08-18,heavyweight-ufc-men,4.0
Gane C.,Pessoa R.,1.21,4.41,Gane C.,Submission,2019-08-10,heavyweight-ufc-men,23.5
Boser T.,Lemos G.,1.62,2.35,canc.,Cancelled,2019-07-27,heavyweight-ufc-men,22.5
Oleynik A.,Harris W.,2.37,1.61,Harris W.,Knockout,2019-07-21,heavyweight-ufc-men,3.0
Arlovski A.,Rothwell B.,2.53,1.54,Arlovski A.,Decision,2019-07-21,heavyweight-ufc-men,1.0
Ngannou F.,Dos Santos J.,1.45,2.82,Ngannou F.,Technical Knockout,2019-06-30,heavyweight-ufc-men,3.5
Greene M.,Albini J.,1.85,1.98,Greene M.,Technical Knockout,2019-06-29,heavyweight-ufc-men,22.0
Crowder A.,Rozenstruik J.,2.89,1.42,Rozenstruik J.,Knockout,2019-06-22,heavyweight-ufc-men,21.0
Tuivasa T.,Ivanov B.,1.63,2.31,Ivanov B.,Decision,2019-06-09,heavyweight-ufc-men,2.0
Harris W.,Spivak S.,1.57,2.41,Harris W.,Technical Knockout,2019-05-05,heavyweight-ufc-men,0.5
Bhullar A.,Adams J.,2.11,1.73,Bhullar A.,Decision,2019-05-04,heavyweight-ufc-men,21.5
Hardy G.,Smoliakov D.,1.31,3.53,Hardy G.,Technical Knockout,2019-04-28,heavyweight-ufc-men,3.0
Overeem A.,Oleynik A.,1.41,2.96,Overeem A.,Technical Knockout,2019-04-20,heavyweight-ufc-men,19.5
Tybura M.,Abdurahimov S.,1.72,2.14,Abdurahimov S.,Technical Knockout,2019-04-20,heavyweight-ufc-men,15.25
Blaydes C.,Willis J.,1.36,3.14,Blaydes C.,Decision,2019-03-24,heavyweight-ufc-men,2.0
Lewis D.,Dos Santos J.,2.83,1.45,Dos Santos J.,Technical Knockout,2019-03-10,heavyweight-ufc-men,4.0
Ivanov B.,Rothwell B.,2.0,1.85,Ivanov B.,Decision,2019-03-10,heavyweight-ufc-men,2.5
Greene M.,Hughes J.,3.05,1.4,Greene M.,Decision,2019-03-09,heavyweight-ufc-men,23.5
Struve S.,Rogerio de Lima M.,1.9,1.93,Struve S.,Submission,2019-02-23,heavyweight-ufc-men,21.0
Ngannou F.,Velasquez C.,2.55,1.52,Ngannou F.,Knockout,2019-02-18,heavyweight-ufc-men,4.5
Albini J.,Sosnovskiy D.,0.0,0.0,canc.,Cancelled,2019-02-03,heavyweight-ufc-men,2.0
Albini J.,Rozenstruik J.,1.73,2.13,Rozenstruik J.,Technical Knockout,2019-02-02,heavyweight-ufc-men,23.5
Hardy G.,Crowder A.,1.2,4.71,Crowder A.,Disqualification,2019-01-20,heavyweight-ufc-men,5.0
Romanov A.,Martinez R.,1.21,4.3,Romanov A.,Submission,2020-09-12,heavyweight-ufc-men,21.25
Overeem A.,Sakai A.,1.58,2.39,Overeem A.,Technical Knockout,2020-09-06,heavyweight-ufc-men,1.5
Rogerio de Lima M.,Romanov A.,2.25,1.63,canc.,Cancelled,2020-09-05,heavyweight-ufc-men,22.5
Saint Preux O.,Gamzatov S.,0.0,0.0,canc.,Cancelled,2020-08-22,heavyweight-ufc-men,23.0
Miocic S.,Cormier D.,1.93,1.91,Miocic S.,Decision,2020-08-16,heavyweight-ufc-men,4.0
Daukaus C.,Porter P.,1.96,1.86,Daukaus C.,Technical Knockout,2020-08-15,heavyweight-ufc-men,23.5
Lewis D.,Oleynik A.,1.49,2.68,Lewis D.,Technical Knockout,2020-08-09,heavyweight-ufc-men,3.0
Pavlovich S.,Gane C.,0.0,0.0,canc.,Cancelled,2020-08-08,heavyweight-ufc-men,23.0
Werdum F.,Gustafsson A.,3.48,1.31,Werdum F.,Submission,2020-07-26,heavyweight-ufc-men,2.0
Collier J.,Aspinall T.,3.49,1.31,Aspinall T.,Technical Knockout,2020-07-25,heavyweight-ufc-men,22.5
Spivak S.,Felipe C.,1.55,2.46,Spivak S.,Decision,2020-07-18,heavyweight-ufc-men,21.0
Tybura M.,Grishin M.,1.72,2.13,Tybura M.,Decision,2020-07-11,heavyweight-ufc-men,23.5
Tybura M.,Romanov A.,1.94,1.8,canc.,Cancelled,2020-07-11,heavyweight-ufc-men,23.0
Villante G.,Greene M.,3.12,1.37,Greene M.,Submission,2020-06-28,heavyweight-ufc-men,1.5
Blaydes C.,Volkov A.,1.25,3.96,Blaydes C.,Decision,2020-06-21,heavyweight-ufc-men,2.0
Ivanov B.,Sakai A.,1.97,1.85,Sakai A.,Decision,2020-05-31,heavyweight-ufc-men,2.5
Overeem A.,Harris W.,2.28,1.65,Overeem A.,Technical Knockout,2020-05-17,heavyweight-ufc-men,3.0
Mayes D.,Nascimento R.,1.9,1.91,Nascimento R.,Submission,2020-05-16,heavyweight-ufc-men,22.0
Rothwell B.,Saint Preux O.,2.23,1.69,Rothwell B.,Decision,2020-05-14,heavyweight-ufc-men,2.5
Sherman C.,Villanueva I.,1.63,2.32,Sherman C.,Technical Knockout,2020-05-13,heavyweight-ufc-men,22.0
Ngannou F.,Rozenstruik J.,1.38,3.11,Ngannou F.,Knockout,2020-05-10,heavyweight-ufc-men,3.0
Werdum F.,Oleynik A.,1.31,3.5,Oleynik A.,Decision,2020-05-10,heavyweight-ufc-men,1.0
Spivak S.,Felipe C.,0.0,0.0,canc.,Cancelled,2020-05-09,heavyweight-ufc-men,21.0
Arlovski A.,Lins P.,0.0,0.0,canc.,Cancelled,2020-05-02,heavyweight-ufc-men,21.0
Pessoa R.,Romanov A.,0.0,0.0,canc.,Cancelled,2020-04-25,heavyweight-ufc-men,21.0
Hardy G.,De Castro Y.,0.0,0.0,canc.,Cancelled,2020-04-19,heavyweight-ufc-men,2.0
Rothwell B.,Villante G.,0.0,0.0,canc.,Cancelled,2020-04-19,heavyweight-ufc-men,2.0
Overeem A.,Harris W.,2.31,1.63,postp.,Postponed,2020-04-11,heavyweight-ufc-men,21.0
Boser T.,Hughes J.,0.0,0.0,postp.,Postponed,2020-03-28,heavyweight-ufc-men,22.0
Hardy G.,De Castro Y.,1.55,2.42,postp.,Postponed,2020-03-28,heavyweight-ufc-men,22.0
Collier J.,Aspinall T.,0.0,0.0,postp.,Postponed,2020-03-21,heavyweight-ufc-men,18.0
Tybura M.,Spivak S.,1.92,1.87,Tybura M.,Decision,2020-02-29,heavyweight-ufc-men,23.5
Rogerio de Lima M.,Sosoli B.,1.63,2.32,Rogerio de Lima M.,Technical Knockout,2020-02-23,heavyweight-ufc-men,1.0
Tafa J.,Adams J.,3.01,1.4,Tafa J.,Technical Knockout,2020-02-09,heavyweight-ufc-men,4.0
Perosh A.,Villante G.,4.82,1.18,Villante G.,Knockout,2015-11-15,light-heavyweight-ufc-men,1.0
Maldonado F.,Anderson C.,4.97,1.18,Anderson C.,Decision,2015-11-08,light-heavyweight-ufc-men,3.0
Bader R.,Evans R.,2.12,1.69,Bader R.,Decision,2015-10-03,light-heavyweight-ufc-men,23.0
Blachowicz J.,Anderson C.,1.81,2.0,Anderson C.,Decision,2015-09-06,light-heavyweight-ufc-men,2.0
Rogerio de Lima M.,Krylov N.,1.56,2.38,Krylov N.,Technical Knockout,2015-08-23,light-heavyweight-ufc-men,23.0
Teixeira G.,Saint Preux O.,1.96,1.83,Teixeira G.,Technical Knockout,2015-08-09,light-heavyweight-ufc-men,2.0
Rua M.,Nogueira A. R.,1.47,2.64,canc.,Cancelled,2015-08-02,light-heavyweight-ufc-men,2.0
Da Silva L. H.,Craig P.,1.43,2.84,Craig P.,Submission,2016-12-17,light-heavyweight-ufc-men,23.0
Krylov N.,Cirkunov M.,1.9,1.89,Cirkunov M.,Submission,2016-12-11,light-heavyweight-ufc-men,1.0
Anderson C.,O'Connell S.,1.24,4.03,Anderson C.,Technical Knockout,2016-12-10,light-heavyweight-ufc-men,2.0
Cutelaba I.,Cannonier J.,1.43,2.89,Cannonier J.,Decision,2016-12-04,light-heavyweight-ufc-men,3.0
Stansbury J.,Clark D.,1.97,1.85,Clark D.,Decision,2016-12-04,light-heavyweight-ufc-men,0.0
Rountree K.,Pedro T.,1.9,1.91,Pedro T.,Submission,2016-11-27,light-heavyweight-ufc-men,3.0
Bader R.,Nogueira A. R.,1.28,3.67,Bader R.,Technical Knockout,2016-11-20,light-heavyweight-ufc-men,2.0
Barroso F.,Stewart D.,1.65,2.1,Stewart D.,Technical Knockout,2016-11-20,light-heavyweight-ufc-men,0.0
Saint Preux O.,Manuwa J.,1.62,2.33,Manuwa J.,Knockout,2016-10-09,light-heavyweight-ufc-men,2.0
Da Silva L. H.,Christensen J.,1.85,1.95,Da Silva L. H.,Submission,2016-10-02,light-heavyweight-ufc-men,1.0
Wilson J.,Cutelaba I.,2.21,1.67,Cutelaba I.,Decision,2016-10-01,light-heavyweight-ufc-men,23.25
Trinaldo F.,Felder P.,1.75,2.1,Trinaldo F.,Technical Knockout,2016-09-25,light-heavyweight-ufc-men,2.0
Bader R.,Latifi I.,1.54,2.54,Bader R.,Technical Knockout,2016-09-03,light-heavyweight-ufc-men,19.0
Johnson A.,Teixeira G.,1.43,2.84,Johnson A.,Knockout,2016-08-21,light-heavyweight-ufc-men,2.0
Krylov N.,Herman E.,1.42,2.9,Krylov N.,Knockout,2016-07-31,light-heavyweight-ufc-men,0.0
Clark D.,Nicholson A.,1.44,2.84,Nicholson A.,Knockout,2016-07-13,light-heavyweight-ufc-men,21.5
Cormier D.,Jones J.,0.0,0.0,canc.,Cancelled,2016-07-10,light-heavyweight-ufc-men,2.0
Bosse S.,O'Connell S.,1.69,2.19,Bosse S.,Decision,2016-06-19,light-heavyweight-ufc-men,2.5
Rua M.,Anderson C.,2.33,1.63,Rua M.,Decision,2016-05-15,light-heavyweight-ufc-men,2.5
Nogueira A. R.,Cummins P.,2.9,1.42,Nogueira A. R.,Knockout,2016-05-14,light-heavyweight-ufc-men,23.5
Krylov N.,Barroso F.,1.5,2.57,Krylov N.,Submission,2016-05-08,light-heavyweight-ufc-men,18.0
Jones J.,Saint Preux O.,1.14,5.88,Jones J.,Decision,2016-04-24,light-heavyweight-ufc-men,2.0
Rogerio de Lima M.,Hester C.,1.78,2.04,Rogerio de Lima M.,Submission,2016-04-23,light-heavyweight-ufc-men,22.5
Teixeira G.,Evans R.,1.47,2.7,Teixeira G.,Knockout,2016-04-17,light-heavyweight-ufc-men,0.0
Pokrajac I.,Blachowicz J.,3.73,1.27,Blachowicz J.,Decision,2016-04-10,light-heavyweight-ufc-men,18.0
Anderson C.,Lawlor T.,1.33,3.38,Anderson C.,Decision,2016-03-06,light-heavyweight-ufc-men,3.0
Saint Preux O.,Cavalcante R.,1.27,3.91,Saint Preux O.,Decision,2016-02-07,light-heavyweight-ufc-men,4.0
Johnson A.,Bader R.,1.38,3.05,Johnson A.,Knockout,2016-01-31,light-heavyweight-ufc-men,1.0
Barroso F.,Edilov A.,0.0,0.0,canc.,Cancelled,2016-01-17,light-heavyweight-ufc-men,23.0
Latifi I.,O'Connell S.,1.36,3.13,Latifi I.,Knockout,2016-01-17,light-heavyweight-ufc-men,23.0
Rountree K.,Oleksiejczuk M.,1.29,3.54,Oleksiejczuk M.,Decision,2017-12-31,light-heavyweight-ufc-men,1.0
Teixeira G.,Cirkunov M.,2.35,1.58,Teixeira G.,Technical Knockout,2017-12-17,light-heavyweight-ufc-men,1.0
Cannonier J.,Blachowicz J.,1.51,2.49,Blachowicz J.,Decision,2017-12-16,light-heavyweight-ufc-men,22.0
Kimball J.,Reyes D.,0.0,0.0,SUBM,Submission,2017-12-03,light-heavyweight-ufc-men,1.0
Collier J.,Fortuna M.,2.96,1.4,Collier J.,Decision,2017-11-11,light-heavyweight-ufc-men,23.5
Saint Preux O.,Anderson C.,1.6,2.33,Saint Preux O.,Knockout,2017-11-05,light-heavyweight-ufc-men,0.0
Blachowicz J.,Clark D.,2.26,1.62,Blachowicz J.,Submission,2017-10-21,light-heavyweight-ufc-men,19.0
Saint Preux O.,Okami Y.,1.2,4.49,Saint Preux O.,Submission,2017-09-23,light-heavyweight-ufc-men,2.0
Latifi I.,Pedro T.,2.17,1.69,Latifi I.,Decision,2017-09-10,light-heavyweight-ufc-men,2.0
Barroso F.,Rakic A.,2.22,1.66,Rakic A.,Decision,2017-09-02,light-heavyweight-ufc-men,15.5
Cormier D.,Jones J.,3.23,1.35,Draw,Draw,2017-07-30,light-heavyweight-ufc-men,2.0
Cummins P.,Villante G.,2.67,1.49,Cummins P.,Decision,2017-07-23,light-heavyweight-ufc-men,0.0
Rountree K.,Craig P.,1.59,2.4,Rountree K.,Knockout,2017-07-16,light-heavyweight-ufc-men,19.0
Bochnovic J.,Giles T.,3.25,1.36,Giles T.,Knockout,2017-07-08,light-heavyweight-ufc-men,22.5
Herman E.,Dollaway CB,2.46,1.56,Dollaway CB,Decision,2017-07-07,light-heavyweight-ufc-men,23.0
Christensen J.,Reyes D.,3.63,1.31,Reyes D.,Technical Knockout,2017-06-26,light-heavyweight-ufc-men,1.0
Stansbury J.,Kimball J.,1.61,2.37,Kimball J.,Technical Knockout,2017-06-25,light-heavyweight-ufc-men,21.5
Cutelaba I.,Da Silva L. H.,1.35,3.35,Cutelaba I.,Knockout,2017-06-11,light-heavyweight-ufc-men,2.0
Gustafsson A.,Teixeira G.,1.34,3.39,Gustafsson A.,Knockout,2017-05-28,light-heavyweight-ufc-men,17.0
Christensen J.,Antigulov G.,4.23,1.24,Antigulov G.,Submission,2017-05-13,light-heavyweight-ufc-men,22.25
Saint Preux O.,Rogerio de Lima M.,1.58,2.39,Saint Preux O.,Submission,2017-04-23,light-heavyweight-ufc-men,2.0
Clark D.,Collier J.,1.71,2.15,Clark D.,Decision,2017-04-15,light-heavyweight-ufc-men,20.0
Cormier D.,Johnson A.,2.08,1.76,Cormier D.,Submission,2017-04-09,light-heavyweight-ufc-men,2.0
Manuwa J.,Anderson C.,1.64,2.34,Manuwa J.,Knockout,2017-03-18,light-heavyweight-ufc-men,22.92
Rua M.,Villante G.,1.66,2.24,Rua M.,Technical Knockout,2017-03-12,light-heavyweight-ufc-men,3.0
Evans R.,Kelly D.,1.43,2.91,Kelly D.,Decision,2017-03-05,light-heavyweight-ufc-men,3.0
Pedro T.,Craig P.,1.73,2.14,Pedro T.,Technical Knockout,2017-03-04,light-heavyweight-ufc-men,23.5
Teixeira G.,Cannonier J.,1.44,2.85,Teixeira G.,Decision,2017-02-12,light-heavyweight-ufc-men,3.0
Saint Preux O.,Oezdemir V.,1.28,3.7,Oezdemir V.,Decision,2017-02-05,light-heavyweight-ufc-men,3.0
Jolly D.,Rountree K.,2.42,1.57,Rountree K.,Knockout,2017-02-05,light-heavyweight-ufc-men,0.0
Da Silva L. H.,Johnson J.,2.67,1.47,Johnson J.,Decision,2017-01-28,light-heavyweight-ufc-men,22.0
Mihajlovic B.,Christensen J.,2.91,1.41,Christensen J.,Technical Knockout,2017-01-15,light-heavyweight-ufc-men,23.25
Jones J.,Gustafsson A.,1.33,3.36,Jones J.,Technical Knockout,2018-12-30,light-heavyweight-ufc-men,5.0
Milstead A.,Rodriguez M.,1.81,2.01,Rodriguez M.,Technical Knockout,2018-12-15,light-heavyweight-ufc-men,21.5
Manuwa J.,Santos T.,2.6,1.51,Santos T.,Knockout,2018-12-09,light-heavyweight-ufc-men,3.0
Clark D.,Rakic A.,5.1,1.17,Rakic A.,Technical Knockout,2018-12-08,light-heavyweight-ufc-men,23.0
Rua M.,Pedro T.,4.74,1.19,Rua M.,Technical Knockout,2018-12-02,light-heavyweight-ufc-men,4.5
Rountree K.,Walker J.,1.52,2.62,Walker J.,Knockout,2018-11-18,light-heavyweight-ufc-men,4.5
Oezdemir V.,Smith A.,1.62,2.37,Smith A.,Submission,2018-10-28,light-heavyweight-ufc-men,4.5
Villante G.,Herman E.,1.43,2.88,Villante G.,Decision,2018-10-28,light-heavyweight-ufc-men,2.5
Saint Preux O.,Reyes D.,3.04,1.4,Reyes D.,Decision,2018-10-07,light-heavyweight-ufc-men,3.0
Santos T.,Anders E.,1.53,2.61,Santos T.,Technical Knockout,2018-09-23,light-heavyweight-ufc-men,4.5
Henrique L.,Spann R.,2.17,1.71,Spann R.,Decision,2018-09-23,light-heavyweight-ufc-men,1.0
Blachowicz J.,Krylov N.,2.25,1.64,Blachowicz J.,Submission,2018-09-15,light-heavyweight-ufc-men,19.0
Antigulov G.,Cutelaba I.,2.0,1.85,Cutelaba I.,Technical Knockout,2018-07-28,light-heavyweight-ufc-men,22.0
Rua M.,Smith A.,2.38,1.61,Smith A.,Knockout,2018-07-22,light-heavyweight-ufc-men,20.58
Ledet J.,Rakic A.,1.87,1.93,Rakic A.,Decision,2018-07-22,light-heavyweight-ufc-men,16.0
